,Property,Value,Group,Cohort,Level,Origin
2770,algebraic_connectivity,0.438,acute_diarrhoea,DavidLA_2015,phylum,0.438
2771,density,-0.008,acute_diarrhoea,DavidLA_2015,phylum,-0.008
2772,assortativity,0.278,control,DavidLA_2015,phylum,0.278
2773,transitivity,0.0,control,DavidLA_2015,phylum,0.0
2774,algebraic_connectivity,0.0,control,DavidLA_2015,phylum,0.0
2775,density,0.009,control,DavidLA_2015,phylum,0.009
2776,assortativity,0.476,acute_diarrhoea,DavidLA_2015,phylum,0.476
2777,transitivity,0.375,acute_diarrhoea,DavidLA_2015,phylum,0.375
2778,algebraic_connectivity,0.0,acute_diarrhoea,DavidLA_2015,phylum,0.0
2779,density,-0.25,acute_diarrhoea,DavidLA_2015,phylum,-0.25
2780,assortativity,0.278,acute_diarrhoea,DavidLA_2015,phylum,0.278
2781,transitivity,0.25,acute_diarrhoea,DavidLA_2015,phylum,0.25
2782,algebraic_connectivity,0.0,acute_diarrhoea,DavidLA_2015,phylum,0.0
2783,density,0.313,acute_diarrhoea,DavidLA_2015,phylum,0.313
2784,assortativity,0.357,acute_diarrhoea,DavidLA_2015,phylum,0.357
2785,transitivity,0.333,acute_diarrhoea,DavidLA_2015,phylum,0.333
2786,algebraic_connectivity,0.0,acute_diarrhoea,DavidLA_2015,phylum,0.0
2787,density,0.37,acute_diarrhoea,DavidLA_2015,phylum,0.37
2788,assortativity,0.476,acute_diarrhoea,DavidLA_2015,phylum,0.476
2789,transitivity,0.667,acute_diarrhoea,DavidLA_2015,phylum,0.667
2790,algebraic_connectivity,0.0,acute_diarrhoea,DavidLA_2015,phylum,0.0
2791,density,0.513,acute_diarrhoea,DavidLA_2015,phylum,0.513
2792,assortativity,0.476,control,DavidLA_2015,phylum,0.476
2793,transitivity,0.5,control,DavidLA_2015,phylum,0.5
2794,algebraic_connectivity,0.0,control,DavidLA_2015,phylum,0.0
2795,density,-0.02,control,DavidLA_2015,phylum,-0.02
2796,assortativity,0.476,control,DavidLA_2015,phylum,0.476
2797,transitivity,0.429,control,DavidLA_2015,phylum,0.429
2798,algebraic_connectivity,0.386,control,DavidLA_2015,phylum,0.386
2799,density,-0.375,control,DavidLA_2015,phylum,-0.375
2800,assortativity,0.357,IBD,NielsenHB_2014,phylum,0.357
2801,transitivity,0.25,IBD,NielsenHB_2014,phylum,0.25
2802,algebraic_connectivity,0.0,IBD,NielsenHB_2014,phylum,0.0
2803,density,-0.506,IBD,NielsenHB_2014,phylum,-0.506
2804,assortativity,1.0,IBD,NielsenHB_2014,phylum,1.0
2805,transitivity,0.6,IBD,NielsenHB_2014,phylum,0.6
2806,algebraic_connectivity,0.83,IBD,NielsenHB_2014,phylum,0.83
2807,density,-0.126,IBD,NielsenHB_2014,phylum,-0.126
2808,assortativity,0.667,IBD,NielsenHB_2014,phylum,0.667
2809,transitivity,0.0,IBD,NielsenHB_2014,phylum,0.0
2810,algebraic_connectivity,0.382,IBD,NielsenHB_2014,phylum,0.382
2811,density,0.024,IBD,NielsenHB_2014,phylum,0.024
2812,assortativity,0.667,IBD,NielsenHB_2014,phylum,0.667
2813,transitivity,0.5,IBD,NielsenHB_2014,phylum,0.5
2814,algebraic_connectivity,0.631,IBD,NielsenHB_2014,phylum,0.631
2815,density,-0.362,IBD,NielsenHB_2014,phylum,-0.362
2816,assortativity,0.476,IBD,NielsenHB_2014,phylum,0.476
2817,transitivity,0.375,IBD,NielsenHB_2014,phylum,0.375
2818,algebraic_connectivity,0.0,IBD,NielsenHB_2014,phylum,0.0
2819,density,-0.189,IBD,NielsenHB_2014,phylum,-0.189
2820,assortativity,1.667,control,NielsenHB_2014,phylum,1.667
2821,transitivity,1.0,control,NielsenHB_2014,phylum,1.0
2822,algebraic_connectivity,4.0,control,NielsenHB_2014,phylum,4.0
2823,density,,control,NielsenHB_2014,phylum,
2824,assortativity,0.476,IBD,NielsenHB_2014,phylum,0.476
2825,transitivity,0.375,IBD,NielsenHB_2014,phylum,0.375
2826,algebraic_connectivity,0.0,IBD,NielsenHB_2014,phylum,0.0
2827,density,-0.261,IBD,NielsenHB_2014,phylum,-0.261
2828,assortativity,0.476,IBD,NielsenHB_2014,phylum,0.476
2829,transitivity,0.0,IBD,NielsenHB_2014,phylum,0.0
2830,algebraic_connectivity,0.382,IBD,NielsenHB_2014,phylum,0.382
2831,density,-0.143,IBD,NielsenHB_2014,phylum,-0.143
2832,assortativity,0.476,IBD,NielsenHB_2014,phylum,0.476
2833,transitivity,0.214,IBD,NielsenHB_2014,phylum,0.214
2834,algebraic_connectivity,0.596,IBD,NielsenHB_2014,phylum,0.596
2835,density,-0.542,IBD,NielsenHB_2014,phylum,-0.542
2836,assortativity,0.476,IBD,NielsenHB_2014,phylum,0.476
2837,transitivity,0.231,IBD,NielsenHB_2014,phylum,0.231
2838,algebraic_connectivity,0.551,IBD,NielsenHB_2014,phylum,0.551
2839,density,-0.536,IBD,NielsenHB_2014,phylum,-0.536
2840,assortativity,0.667,control,NielsenHB_2014,phylum,0.667
2841,transitivity,0.25,control,NielsenHB_2014,phylum,0.25
2842,algebraic_connectivity,0.882,control,NielsenHB_2014,phylum,0.882
2843,density,-0.403,control,NielsenHB_2014,phylum,-0.403
2844,assortativity,0.667,IBD,NielsenHB_2014,phylum,0.667
2845,transitivity,0.375,IBD,NielsenHB_2014,phylum,0.375
2846,algebraic_connectivity,0.413,IBD,NielsenHB_2014,phylum,0.413
2847,density,-0.087,IBD,NielsenHB_2014,phylum,-0.087
2848,assortativity,0.476,IBD,NielsenHB_2014,phylum,0.476
2849,transitivity,0.429,IBD,NielsenHB_2014,phylum,0.429
2850,algebraic_connectivity,0.0,IBD,NielsenHB_2014,phylum,0.0
2851,density,-0.479,IBD,NielsenHB_2014,phylum,-0.479
2852,assortativity,0.667,control,NielsenHB_2014,phylum,0.667
2853,transitivity,0.25,control,NielsenHB_2014,phylum,0.25
2854,algebraic_connectivity,1.0,control,NielsenHB_2014,phylum,1.0
2855,density,-0.474,control,NielsenHB_2014,phylum,-0.474
2856,assortativity,0.476,control,NielsenHB_2014,phylum,0.476
2857,transitivity,0.176,control,NielsenHB_2014,phylum,0.176
2858,algebraic_connectivity,1.0,control,NielsenHB_2014,phylum,1.0
2859,density,-0.64,control,NielsenHB_2014,phylum,-0.64
2860,assortativity,0.667,IBD,NielsenHB_2014,phylum,0.667
2861,transitivity,0.429,IBD,NielsenHB_2014,phylum,0.429
2862,algebraic_connectivity,0.764,IBD,NielsenHB_2014,phylum,0.764
2863,density,-0.497,IBD,NielsenHB_2014,phylum,-0.497
2864,assortativity,0.476,control,NielsenHB_2014,phylum,0.476
2865,transitivity,0.0,control,NielsenHB_2014,phylum,0.0
2866,algebraic_connectivity,0.0,control,NielsenHB_2014,phylum,0.0
2867,density,-0.483,control,NielsenHB_2014,phylum,-0.483
2868,assortativity,0.476,control,NielsenHB_2014,phylum,0.476
2869,transitivity,0.273,control,NielsenHB_2014,phylum,0.273
2870,algebraic_connectivity,0.412,control,NielsenHB_2014,phylum,0.412
2871,density,-0.086,control,NielsenHB_2014,phylum,-0.086
2872,assortativity,0.667,control,NielsenHB_2014,phylum,0.667
2873,transitivity,0.3,control,NielsenHB_2014,phylum,0.3
2874,algebraic_connectivity,0.631,control,NielsenHB_2014,phylum,0.631
2875,density,-0.341,control,NielsenHB_2014,phylum,-0.341
2876,assortativity,0.667,IBD,NielsenHB_2014,phylum,0.667
2877,transitivity,0.273,IBD,NielsenHB_2014,phylum,0.273
2878,algebraic_connectivity,0.697,IBD,NielsenHB_2014,phylum,0.697
2879,density,0.08,IBD,NielsenHB_2014,phylum,0.08
2880,assortativity,0.476,IBD,NielsenHB_2014,phylum,0.476
2881,transitivity,0.0,IBD,NielsenHB_2014,phylum,0.0
2882,algebraic_connectivity,0.0,IBD,NielsenHB_2014,phylum,0.0
2883,density,-0.487,IBD,NielsenHB_2014,phylum,-0.487
2884,assortativity,0.476,IBD,NielsenHB_2014,phylum,0.476
2885,transitivity,0.25,IBD,NielsenHB_2014,phylum,0.25
2886,algebraic_connectivity,0.0,IBD,NielsenHB_2014,phylum,0.0
2887,density,-0.538,IBD,NielsenHB_2014,phylum,-0.538
2888,assortativity,0.667,IBD,NielsenHB_2014,phylum,0.667
2889,transitivity,0.0,IBD,NielsenHB_2014,phylum,0.0
2890,algebraic_connectivity,0.438,IBD,NielsenHB_2014,phylum,0.438
2891,density,-0.221,IBD,NielsenHB_2014,phylum,-0.221
2892,assortativity,0.667,IBD,NielsenHB_2014,phylum,0.667
2893,transitivity,0.0,IBD,NielsenHB_2014,phylum,0.0
2894,algebraic_connectivity,0.486,IBD,NielsenHB_2014,phylum,0.486
2895,density,-0.145,IBD,NielsenHB_2014,phylum,-0.145
2896,assortativity,1.0,IBD,NielsenHB_2014,phylum,1.0
2897,transitivity,0.6,IBD,NielsenHB_2014,phylum,0.6
2898,algebraic_connectivity,0.83,IBD,NielsenHB_2014,phylum,0.83
2899,density,-0.114,IBD,NielsenHB_2014,phylum,-0.114
2900,assortativity,0.667,control,NielsenHB_2014,phylum,0.667
2901,transitivity,0.375,control,NielsenHB_2014,phylum,0.375
2902,algebraic_connectivity,0.413,control,NielsenHB_2014,phylum,0.413
2903,density,-0.087,control,NielsenHB_2014,phylum,-0.087
2904,assortativity,0.667,IBD,NielsenHB_2014,phylum,0.667
2905,transitivity,0.3,IBD,NielsenHB_2014,phylum,0.3
2906,algebraic_connectivity,0.631,IBD,NielsenHB_2014,phylum,0.631
2907,density,-0.44,IBD,NielsenHB_2014,phylum,-0.44
2908,assortativity,0.476,IBD,NielsenHB_2014,phylum,0.476
2909,transitivity,0.333,IBD,NielsenHB_2014,phylum,0.333
2910,algebraic_connectivity,0.0,IBD,NielsenHB_2014,phylum,0.0
2911,density,-0.118,IBD,NielsenHB_2014,phylum,-0.118
2912,assortativity,0.476,IBD,NielsenHB_2014,phylum,0.476
2913,transitivity,0.429,IBD,NielsenHB_2014,phylum,0.429
2914,algebraic_connectivity,0.0,IBD,NielsenHB_2014,phylum,0.0
2915,density,-0.008,IBD,NielsenHB_2014,phylum,-0.008
2916,assortativity,0.476,IBD,NielsenHB_2014,phylum,0.476
2917,transitivity,0.214,IBD,NielsenHB_2014,phylum,0.214
2918,algebraic_connectivity,0.596,IBD,NielsenHB_2014,phylum,0.596
2919,density,-0.566,IBD,NielsenHB_2014,phylum,-0.566
2920,assortativity,0.476,IBD,NielsenHB_2014,phylum,0.476
2921,transitivity,0.429,IBD,NielsenHB_2014,phylum,0.429
2922,algebraic_connectivity,0.0,IBD,NielsenHB_2014,phylum,0.0
2923,density,-0.008,IBD,NielsenHB_2014,phylum,-0.008
2924,assortativity,0.667,IBD,NielsenHB_2014,phylum,0.667
2925,transitivity,0.462,IBD,NielsenHB_2014,phylum,0.462
2926,algebraic_connectivity,0.697,IBD,NielsenHB_2014,phylum,0.697
2927,density,-0.224,IBD,NielsenHB_2014,phylum,-0.224
2928,assortativity,0.476,IBD,NielsenHB_2014,phylum,0.476
2929,transitivity,0.25,IBD,NielsenHB_2014,phylum,0.25
2930,algebraic_connectivity,0.609,IBD,NielsenHB_2014,phylum,0.609
2931,density,-0.357,IBD,NielsenHB_2014,phylum,-0.357
2932,assortativity,0.357,IBD,NielsenHB_2014,phylum,0.357
2933,transitivity,0.176,IBD,NielsenHB_2014,phylum,0.176
2934,algebraic_connectivity,0.507,IBD,NielsenHB_2014,phylum,0.507
2935,density,-0.633,IBD,NielsenHB_2014,phylum,-0.633
2936,assortativity,0.476,IBD,NielsenHB_2014,phylum,0.476
2937,transitivity,0.0,IBD,NielsenHB_2014,phylum,0.0
2938,algebraic_connectivity,0.398,IBD,NielsenHB_2014,phylum,0.398
2939,density,-0.456,IBD,NielsenHB_2014,phylum,-0.456
2940,assortativity,0.357,IBD,NielsenHB_2014,phylum,0.357
2941,transitivity,0.176,IBD,NielsenHB_2014,phylum,0.176
2942,algebraic_connectivity,0.507,IBD,NielsenHB_2014,phylum,0.507
2943,density,-0.633,IBD,NielsenHB_2014,phylum,-0.633
2944,assortativity,0.476,control,NielsenHB_2014,phylum,0.476
2945,transitivity,0.176,control,NielsenHB_2014,phylum,0.176
2946,algebraic_connectivity,1.0,control,NielsenHB_2014,phylum,1.0
2947,density,-0.64,control,NielsenHB_2014,phylum,-0.64
2948,assortativity,0.476,control,NielsenHB_2014,phylum,0.476
2949,transitivity,0.176,control,NielsenHB_2014,phylum,0.176
2950,algebraic_connectivity,1.0,control,NielsenHB_2014,phylum,1.0
2951,density,-0.64,control,NielsenHB_2014,phylum,-0.64
2952,assortativity,0.667,control,NielsenHB_2014,phylum,0.667
2953,transitivity,0.4,control,NielsenHB_2014,phylum,0.4
2954,algebraic_connectivity,1.0,control,NielsenHB_2014,phylum,1.0
2955,density,-0.589,control,NielsenHB_2014,phylum,-0.589
2956,assortativity,1.0,IBD,NielsenHB_2014,phylum,1.0
2957,transitivity,0.375,IBD,NielsenHB_2014,phylum,0.375
2958,algebraic_connectivity,1.0,IBD,NielsenHB_2014,phylum,1.0
2959,density,-0.204,IBD,NielsenHB_2014,phylum,-0.204
2960,assortativity,0.667,control,NielsenHB_2014,phylum,0.667
2961,transitivity,0.0,control,NielsenHB_2014,phylum,0.0
2962,algebraic_connectivity,0.438,control,NielsenHB_2014,phylum,0.438
2963,density,-0.221,control,NielsenHB_2014,phylum,-0.221
2964,assortativity,1.0,IBD,NielsenHB_2014,phylum,1.0
2965,transitivity,0.545,IBD,NielsenHB_2014,phylum,0.545
2966,algebraic_connectivity,1.0,IBD,NielsenHB_2014,phylum,1.0
2967,density,-0.415,IBD,NielsenHB_2014,phylum,-0.415
2968,assortativity,0.667,IBD,NielsenHB_2014,phylum,0.667
2969,transitivity,0.462,IBD,NielsenHB_2014,phylum,0.462
2970,algebraic_connectivity,0.764,IBD,NielsenHB_2014,phylum,0.764
2971,density,-0.516,IBD,NielsenHB_2014,phylum,-0.516
2972,assortativity,0.476,control,NielsenHB_2014,phylum,0.476
2973,transitivity,0.214,control,NielsenHB_2014,phylum,0.214
2974,algebraic_connectivity,0.596,control,NielsenHB_2014,phylum,0.596
2975,density,-0.566,control,NielsenHB_2014,phylum,-0.566
2976,assortativity,0.476,control,NielsenHB_2014,phylum,0.476
2977,transitivity,0.0,control,NielsenHB_2014,phylum,0.0
2978,algebraic_connectivity,0.0,control,NielsenHB_2014,phylum,0.0
2979,density,-0.224,control,NielsenHB_2014,phylum,-0.224
2980,assortativity,0.667,control,NielsenHB_2014,phylum,0.667
2981,transitivity,0.375,control,NielsenHB_2014,phylum,0.375
2982,algebraic_connectivity,0.0,control,NielsenHB_2014,phylum,0.0
2983,density,-0.221,control,NielsenHB_2014,phylum,-0.221
2984,assortativity,0.667,control,NielsenHB_2014,phylum,0.667
2985,transitivity,0.462,control,NielsenHB_2014,phylum,0.462
2986,algebraic_connectivity,0.764,control,NielsenHB_2014,phylum,0.764
2987,density,-0.516,control,NielsenHB_2014,phylum,-0.516
2988,assortativity,1.0,IBD,NielsenHB_2014,phylum,1.0
2989,transitivity,0.545,IBD,NielsenHB_2014,phylum,0.545
2990,algebraic_connectivity,1.0,IBD,NielsenHB_2014,phylum,1.0
2991,density,-0.415,IBD,NielsenHB_2014,phylum,-0.415
2992,assortativity,0.476,IBD,NielsenHB_2014,phylum,0.476
2993,transitivity,0.214,IBD,NielsenHB_2014,phylum,0.214
2994,algebraic_connectivity,0.596,IBD,NielsenHB_2014,phylum,0.596
2995,density,-0.628,IBD,NielsenHB_2014,phylum,-0.628
2996,assortativity,0.476,IBD,NielsenHB_2014,phylum,0.476
2997,transitivity,0.429,IBD,NielsenHB_2014,phylum,0.429
2998,algebraic_connectivity,0.0,IBD,NielsenHB_2014,phylum,0.0
2999,density,-0.008,IBD,NielsenHB_2014,phylum,-0.008
3000,assortativity,0.476,IBD,NielsenHB_2014,phylum,0.476
3001,transitivity,0.214,IBD,NielsenHB_2014,phylum,0.214
3002,algebraic_connectivity,0.596,IBD,NielsenHB_2014,phylum,0.596
3003,density,-0.566,IBD,NielsenHB_2014,phylum,-0.566
3004,assortativity,0.667,IBD,NielsenHB_2014,phylum,0.667
3005,transitivity,0.429,IBD,NielsenHB_2014,phylum,0.429
3006,algebraic_connectivity,0.764,IBD,NielsenHB_2014,phylum,0.764
3007,density,-0.497,IBD,NielsenHB_2014,phylum,-0.497
3008,assortativity,1.0,IBD,NielsenHB_2014,phylum,1.0
3009,transitivity,0.545,IBD,NielsenHB_2014,phylum,0.545
3010,algebraic_connectivity,1.0,IBD,NielsenHB_2014,phylum,1.0
3011,density,-0.333,IBD,NielsenHB_2014,phylum,-0.333
3012,assortativity,0.667,IBD,NielsenHB_2014,phylum,0.667
3013,transitivity,0.429,IBD,NielsenHB_2014,phylum,0.429
3014,algebraic_connectivity,1.0,IBD,NielsenHB_2014,phylum,1.0
3015,density,-0.471,IBD,NielsenHB_2014,phylum,-0.471
3016,assortativity,0.357,IBD,NielsenHB_2014,phylum,0.357
3017,transitivity,0.0,IBD,NielsenHB_2014,phylum,0.0
3018,algebraic_connectivity,1.0,IBD,NielsenHB_2014,phylum,1.0
3019,density,-0.757,IBD,NielsenHB_2014,phylum,-0.757
3020,assortativity,0.667,control,NielsenHB_2014,phylum,0.667
3021,transitivity,0.375,control,NielsenHB_2014,phylum,0.375
3022,algebraic_connectivity,0.0,control,NielsenHB_2014,phylum,0.0
3023,density,-0.221,control,NielsenHB_2014,phylum,-0.221
3024,assortativity,0.667,control,NielsenHB_2014,phylum,0.667
3025,transitivity,0.545,control,NielsenHB_2014,phylum,0.545
3026,algebraic_connectivity,0.0,control,NielsenHB_2014,phylum,0.0
3027,density,-0.231,control,NielsenHB_2014,phylum,-0.231
3028,assortativity,0.667,control,NielsenHB_2014,phylum,0.667
3029,transitivity,0.429,control,NielsenHB_2014,phylum,0.429
3030,algebraic_connectivity,0.0,control,NielsenHB_2014,phylum,0.0
3031,density,0.041,control,NielsenHB_2014,phylum,0.041
3032,assortativity,0.667,IBD,NielsenHB_2014,phylum,0.667
3033,transitivity,0.333,IBD,NielsenHB_2014,phylum,0.333
3034,algebraic_connectivity,0.697,IBD,NielsenHB_2014,phylum,0.697
3035,density,-0.161,IBD,NielsenHB_2014,phylum,-0.161
3036,assortativity,0.357,IBD,NielsenHB_2014,phylum,0.357
3037,transitivity,0.231,IBD,NielsenHB_2014,phylum,0.231
3038,algebraic_connectivity,0.382,IBD,NielsenHB_2014,phylum,0.382
3039,density,0.009,IBD,NielsenHB_2014,phylum,0.009
3040,assortativity,0.476,IBD,NielsenHB_2014,phylum,0.476
3041,transitivity,0.0,IBD,NielsenHB_2014,phylum,0.0
3042,algebraic_connectivity,0.0,IBD,NielsenHB_2014,phylum,0.0
3043,density,-0.483,IBD,NielsenHB_2014,phylum,-0.483
3044,assortativity,0.667,IBD,NielsenHB_2014,phylum,0.667
3045,transitivity,0.3,IBD,NielsenHB_2014,phylum,0.3
3046,algebraic_connectivity,0.631,IBD,NielsenHB_2014,phylum,0.631
3047,density,-0.341,IBD,NielsenHB_2014,phylum,-0.341
3048,assortativity,0.476,IBD,NielsenHB_2014,phylum,0.476
3049,transitivity,0.0,IBD,NielsenHB_2014,phylum,0.0
3050,algebraic_connectivity,0.0,IBD,NielsenHB_2014,phylum,0.0
3051,density,-0.328,IBD,NielsenHB_2014,phylum,-0.328
3052,assortativity,0.357,IBD,NielsenHB_2014,phylum,0.357
3053,transitivity,0.0,IBD,NielsenHB_2014,phylum,0.0
3054,algebraic_connectivity,0.0,IBD,NielsenHB_2014,phylum,0.0
3055,density,-0.399,IBD,NielsenHB_2014,phylum,-0.399
3056,assortativity,0.667,IBD,NielsenHB_2014,phylum,0.667
3057,transitivity,0.429,IBD,NielsenHB_2014,phylum,0.429
3058,algebraic_connectivity,0.0,IBD,NielsenHB_2014,phylum,0.0
3059,density,-0.096,IBD,NielsenHB_2014,phylum,-0.096
3060,assortativity,0.667,IBD,NielsenHB_2014,phylum,0.667
3061,transitivity,0.375,IBD,NielsenHB_2014,phylum,0.375
3062,algebraic_connectivity,0.0,IBD,NielsenHB_2014,phylum,0.0
3063,density,-0.221,IBD,NielsenHB_2014,phylum,-0.221
3064,assortativity,0.476,control,Time-series,phylum,0.476
3065,transitivity,0.375,control,Time-series,phylum,0.375
3066,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3067,density,-0.267,control,Time-series,phylum,-0.267
3068,assortativity,0.476,control,Cross-sectional,phylum,0.476
3069,transitivity,0.231,control,Cross-sectional,phylum,0.231
3070,algebraic_connectivity,0.551,control,Cross-sectional,phylum,0.551
3071,density,-0.495,control,Cross-sectional,phylum,-0.495
3072,assortativity,0.667,control,Cross-sectional,phylum,0.667
3073,transitivity,0.4,control,Cross-sectional,phylum,0.4
3074,algebraic_connectivity,1.0,control,Cross-sectional,phylum,1.0
3075,density,-0.589,control,Cross-sectional,phylum,-0.589
3076,assortativity,0.357,control,Cross-sectional,phylum,0.357
3077,transitivity,0.4,control,Cross-sectional,phylum,0.4
3078,algebraic_connectivity,0.265,control,Cross-sectional,phylum,0.265
3079,density,-0.075,control,Cross-sectional,phylum,-0.075
3080,assortativity,0.667,control,Cross-sectional,phylum,0.667
3081,transitivity,0.333,control,Cross-sectional,phylum,0.333
3082,algebraic_connectivity,0.486,control,Cross-sectional,phylum,0.486
3083,density,-0.181,control,Cross-sectional,phylum,-0.181
3084,assortativity,0.476,control,Cross-sectional,phylum,0.476
3085,transitivity,0.375,control,Cross-sectional,phylum,0.375
3086,algebraic_connectivity,0.0,control,Cross-sectional,phylum,0.0
3087,density,-0.261,control,Cross-sectional,phylum,-0.261
3088,assortativity,0.476,control,Cross-sectional,phylum,0.476
3089,transitivity,0.25,control,Cross-sectional,phylum,0.25
3090,algebraic_connectivity,0.609,control,Cross-sectional,phylum,0.609
3091,density,-0.214,control,Cross-sectional,phylum,-0.214
3092,assortativity,0.357,control,Time-series,phylum,0.357
3093,transitivity,0.25,control,Time-series,phylum,0.25
3094,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3095,density,-0.28,control,Time-series,phylum,-0.28
3096,assortativity,0.357,control,Time-series,phylum,0.357
3097,transitivity,0.0,control,Time-series,phylum,0.0
3098,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3099,density,-0.483,control,Time-series,phylum,-0.483
3100,assortativity,0.667,control,Time-series,phylum,0.667
3101,transitivity,0.4,control,Time-series,phylum,0.4
3102,algebraic_connectivity,1.0,control,Time-series,phylum,1.0
3103,density,-0.545,control,Time-series,phylum,-0.545
3104,assortativity,0.667,control,Time-series,phylum,0.667
3105,transitivity,0.25,control,Time-series,phylum,0.25
3106,algebraic_connectivity,1.0,control,Time-series,phylum,1.0
3107,density,-0.565,control,Time-series,phylum,-0.565
3108,assortativity,0.476,control,Time-series,phylum,0.476
3109,transitivity,0.545,control,Time-series,phylum,0.545
3110,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3111,density,0.05,control,Time-series,phylum,0.05
3112,assortativity,0.476,control,Time-series,phylum,0.476
3113,transitivity,0.545,control,Time-series,phylum,0.545
3114,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3115,density,0.05,control,Time-series,phylum,0.05
3116,assortativity,0.667,control,Time-series,phylum,0.667
3117,transitivity,0.25,control,Time-series,phylum,0.25
3118,algebraic_connectivity,1.0,control,Time-series,phylum,1.0
3119,density,-0.565,control,Time-series,phylum,-0.565
3120,assortativity,0.667,control,Cross-sectional,phylum,0.667
3121,transitivity,0.3,control,Cross-sectional,phylum,0.3
3122,algebraic_connectivity,0.631,control,Cross-sectional,phylum,0.631
3123,density,-0.341,control,Cross-sectional,phylum,-0.341
3124,assortativity,0.476,control,Time-series,phylum,0.476
3125,transitivity,0.3,control,Time-series,phylum,0.3
3126,algebraic_connectivity,1.0,control,Time-series,phylum,1.0
3127,density,-0.679,control,Time-series,phylum,-0.679
3128,assortativity,0.357,control,Time-series,phylum,0.357
3129,transitivity,0.333,control,Time-series,phylum,0.333
3130,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3131,density,0.15,control,Time-series,phylum,0.15
3132,assortativity,0.476,control,Time-series,phylum,0.476
3133,transitivity,0.273,control,Time-series,phylum,0.273
3134,algebraic_connectivity,0.412,control,Time-series,phylum,0.412
3135,density,-0.357,control,Time-series,phylum,-0.357
3136,assortativity,0.357,control,Time-series,phylum,0.357
3137,transitivity,0.0,control,Time-series,phylum,0.0
3138,algebraic_connectivity,0.382,control,Time-series,phylum,0.382
3139,density,-0.44,control,Time-series,phylum,-0.44
3140,assortativity,0.667,control,Time-series,phylum,0.667
3141,transitivity,0.429,control,Time-series,phylum,0.429
3142,algebraic_connectivity,0.764,control,Time-series,phylum,0.764
3143,density,-0.497,control,Time-series,phylum,-0.497
3144,assortativity,0.476,control,Time-series,phylum,0.476
3145,transitivity,0.3,control,Time-series,phylum,0.3
3146,algebraic_connectivity,1.0,control,Time-series,phylum,1.0
3147,density,-0.679,control,Time-series,phylum,-0.679
3148,assortativity,0.476,control,Time-series,phylum,0.476
3149,transitivity,0.4,control,Time-series,phylum,0.4
3150,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3151,density,-0.534,control,Time-series,phylum,-0.534
3152,assortativity,0.357,control,Time-series,phylum,0.357
3153,transitivity,0.0,control,Time-series,phylum,0.0
3154,algebraic_connectivity,0.289,control,Time-series,phylum,0.289
3155,density,-0.48,control,Time-series,phylum,-0.48
3156,assortativity,0.278,control,Time-series,phylum,0.278
3157,transitivity,0.0,control,Time-series,phylum,0.0
3158,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3159,density,-0.294,control,Time-series,phylum,-0.294
3160,assortativity,0.667,control,Time-series,phylum,0.667
3161,transitivity,0.429,control,Time-series,phylum,0.429
3162,algebraic_connectivity,0.764,control,Time-series,phylum,0.764
3163,density,-0.497,control,Time-series,phylum,-0.497
3164,assortativity,0.667,control,Cross-sectional,phylum,0.667
3165,transitivity,0.3,control,Cross-sectional,phylum,0.3
3166,algebraic_connectivity,0.631,control,Cross-sectional,phylum,0.631
3167,density,-0.341,control,Cross-sectional,phylum,-0.341
3168,assortativity,0.476,control,Time-series,phylum,0.476
3169,transitivity,0.214,control,Time-series,phylum,0.214
3170,algebraic_connectivity,0.596,control,Time-series,phylum,0.596
3171,density,-0.542,control,Time-series,phylum,-0.542
3172,assortativity,0.667,control,Time-series,phylum,0.667
3173,transitivity,0.4,control,Time-series,phylum,0.4
3174,algebraic_connectivity,1.0,control,Time-series,phylum,1.0
3175,density,-0.589,control,Time-series,phylum,-0.589
3176,assortativity,0.278,control,Time-series,phylum,0.278
3177,transitivity,0.214,control,Time-series,phylum,0.214
3178,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3179,density,-0.35,control,Time-series,phylum,-0.35
3180,assortativity,0.476,control,Time-series,phylum,0.476
3181,transitivity,0.231,control,Time-series,phylum,0.231
3182,algebraic_connectivity,0.551,control,Time-series,phylum,0.551
3183,density,-0.536,control,Time-series,phylum,-0.536
3184,assortativity,0.476,control,Time-series,phylum,0.476
3185,transitivity,0.214,control,Time-series,phylum,0.214
3186,algebraic_connectivity,0.596,control,Time-series,phylum,0.596
3187,density,-0.542,control,Time-series,phylum,-0.542
3188,assortativity,0.667,control,Time-series,phylum,0.667
3189,transitivity,0.545,control,Time-series,phylum,0.545
3190,algebraic_connectivity,0.0,control,Time-series,phylum,0.0
3191,density,-0.289,control,Time-series,phylum,-0.289
3192,assortativity,0.667,control,Time-series,phylum,0.667
3193,transitivity,0.4,control,Time-series,phylum,0.4
3194,algebraic_connectivity,1.0,control,Time-series,phylum,1.0
3195,density,-0.589,control,Time-series,phylum,-0.589
