,Length,mm
1676,49450,mm
1677,1535,mm
1678,8821,mm
1679,2598,mm
1680,1024,mm
1681,1436,mm
1682,1435,mm
1683,1428,mm
1684,1434,mm
1685,1919,mm
1686,1820,mm
1687,1310,mm
1688,1310,mm
1689,1312,mm
1690,1831,mm
1691,1823,mm
1692,1087,mm
1693,1310,mm
1694,723,mm
1695,1086,mm
1696,1086,mm
1697,1357,mm
1698,1356,mm
1699,1358,mm
1700,1352,mm
1701,939,mm
1702,3829,mm
1703,1315,mm
1704,1684,mm
1705,1693,mm
1706,1685,mm
1707,1690,mm
1708,1258,mm
1709,1034,mm
1710,1358,mm
1711,2202,mm
1712,1258,mm
1713,2521,mm
1714,1105,mm
1715,2723,mm
1716,1378,mm
1717,1531,mm
1718,822,mm
1719,824,mm
1720,3020,mm
1721,2208,mm
1722,1542,mm
1723,1892,mm
1724,1593,mm
1725,1081,mm
1726,939,mm
1727,1678,mm
1728,1682,mm
1729,1686,mm
1730,1688,mm
1731,1687,mm
1732,1678,mm
1733,1676,mm
1734,1672,mm
1735,1679,mm
1736,1864,mm
1737,1553,mm
1738,2324,mm
1739,1621,mm
1740,2400,mm
1741,2398,mm
1742,49799,mm
1743,940,mm
1744,939,mm
1745,1631,mm
1746,2544,mm
1747,1257,mm
1748,1088,mm
1749,1084,mm
1750,1311,mm
1751,1552,mm
1752,1877,mm
1753,1659,mm
1754,1177,mm
1755,1174,mm
1756,1276,mm
1757,1646,mm
1758,42827,mm
1759,1828,mm
1760,4293,mm
1761,1318,mm
1762,3948,mm
1763,1828,mm
1764,2730,mm
1765,1242,mm
1766,1665,mm
1767,1577,mm
1768,1829,mm
1769,1318,mm
1770,1581,mm
1771,2522,mm
1772,42828,mm
1773,6870,mm
1774,505,mm
1775,1657,mm
1776,1704,mm
1777,1541,mm
1778,1314,mm
1779,1687,mm
1780,1683,mm
1781,1692,mm
1782,1682,mm
1783,2517,mm
1784,2522,mm
1785,2525,mm
1786,1393,mm
1787,1828,mm
1788,2730,mm
1789,17796,mm
1790,10096,mm
1791,884,mm
1792,880,mm
1793,880,mm
1794,885,mm
1795,2490,mm
1796,1461,mm
1797,1462,mm
1798,1665,mm
1799,783,mm
1800,1583,mm
1801,1318,mm
1802,1658,mm
1803,1475,mm
1804,1475,mm
1805,1753,mm
1806,1613,mm
1807,2290,mm
1808,1311,mm
1809,2496,mm
1810,937,mm
1811,8824,mm
1812,1858,mm
1813,1313,mm
1814,946,mm
1815,1828,mm
1816,1832,mm
1817,1306,mm
1818,8825,mm
1819,1868,mm
1820,1202,mm
1821,936,mm
1822,948,mm
1823,1574,mm
1824,1189,mm
1825,714,mm
1826,1570,mm
1827,1274,mm
1828,2104,mm
1829,24276,mm
1830,10098,mm
1831,3809,mm
1832,1183,mm
1833,1181,mm
1834,1183,mm
1835,2070,mm
1836,2102,mm
1837,1909,mm
1838,1543,mm
1839,1007,mm
1840,881,mm
1841,1906,mm
1842,1907,mm
1843,1909,mm
1844,1608,mm
1845,7665,mm
1846,1374,mm
1847,1375,mm
1848,1378,mm
1849,1378,mm
1850,723,mm
1851,1547,mm
1852,1378,mm
1853,1441,mm
1854,1795,mm
1855,1383,mm
1856,1381,mm
1857,718,mm
1858,1351,mm
1859,1359,mm
1860,2533,mm
1861,48486,mm
1862,1087,mm
1863,1432,mm
1864,2435,mm
1865,2558,mm
1866,1682,mm
1867,1488,mm
1868,1032,mm
1869,9561,mm
1870,1023,mm
1871,1726,mm
1872,36314,mm
1873,1663,mm
1874,1012,mm
1875,2609,mm
1876,1730,mm
1877,3952,mm
1878,548,mm
1879,2613,mm
1880,2696,mm
1881,3946,mm
1882,3953,mm
1883,3954,mm
1884,1012,mm
1885,1731,mm
1886,1488,mm
1887,1660,mm
1888,1372,mm
1889,1221813,mm
1890,1502,mm
1891,1653,mm
1892,1684,mm
1893,1687,mm
1894,2520,mm
1895,1368,mm
1896,2494,mm
1897,2526,mm
1898,1820,mm
1899,2527,mm
1900,1538,mm
1901,3121,mm
1902,1300,mm
1903,3105,mm
1904,1355,mm
1905,1662,mm
1906,1891,mm
1907,1750,mm
1908,2790,mm
1909,1648,mm
1910,1318,mm
1911,1686,mm
1912,1683,mm
1913,1726,mm
1914,939,mm
1915,939,mm
1916,947,mm
1917,935,mm
1918,941,mm
1919,944,mm
1920,1337,mm
1921,1332,mm
1922,1338,mm
1923,1332,mm
1924,1335,mm
1925,1339,mm
1926,1333,mm
1927,1106,mm
1928,2559,mm
1929,1507,mm
1930,2729,mm
1931,1835,mm
1932,1824,mm
1933,2686,mm
1934,35094,mm
1935,1635,mm
1936,1660,mm
1937,2730,mm
1938,1577,mm
1939,2709,mm
1940,1374,mm
1941,1505,mm
1942,10305,mm
1943,1662,mm
1944,1314,mm
1945,1676,mm
1946,1532,mm
1947,2730,mm
1948,1350,mm
1949,2566,mm
1950,2554,mm
1951,1829,mm
1952,1830,mm
1953,2559,mm
1954,1825,mm
1955,1824,mm
1956,1317,mm
1957,1309,mm
1958,7469,mm
1959,1601,mm
1960,2556,mm
1961,2555,mm
1962,1007,mm
1963,1012,mm
1964,2560,mm
1965,1537,mm
1966,2561,mm
1967,2559,mm
1968,1924,mm
1969,783,mm
1970,51058,mm
1971,2523,mm
1972,1604,mm
1973,15247,mm
1974,15226,mm
1975,1519,mm
1976,1604,mm
1977,1683,mm
1978,7665,mm
1979,1316,mm
1980,1312,mm
1981,940,mm
1982,940,mm
1983,2578,mm
1984,2523,mm
1985,1608,mm
1986,2522,mm
1987,2522,mm
1988,1296,mm
1989,1356,mm
1990,5978,mm
1991,939,mm
1992,939,mm
1993,1605,mm
1994,1605,mm
1995,1605,mm
1996,1578,mm
1997,1247,mm
1998,1242,mm
1999,1261,mm
2000,1471,mm
2001,709,mm
2002,3107,mm
2003,1358,mm
2004,1085,mm
2005,1086,mm
2006,1711,mm
2007,1715,mm
2008,1261,mm
2009,1082,mm
2010,1177,mm
2011,1089,mm
2012,1327,mm
2013,1667,mm
2014,1729,mm
2015,835,mm
2016,1538,mm
2017,7466,mm
2018,111055,mm
2019,1829,mm
2020,1538,mm
2021,1318,mm
2022,2730,mm
2023,2732,mm
2024,2725,mm
2025,3526,mm
2026,43491,mm
2027,2193,mm
2028,45791,mm
2029,3525,mm
2030,1303,mm
2031,1465,mm
2032,2103,mm
2033,941,mm
2034,2104,mm
2035,2104,mm
2036,944,mm
2037,1085,mm
2038,1653,mm
2039,1065,mm
2040,939,mm
2041,791,mm
2042,1085,mm
2043,941,mm
2044,939,mm
2045,9824,mm
2046,1325,mm
2047,1602,mm
2048,1320,mm
2049,35753,mm
2050,1312,mm
2051,1228,mm
2052,1465,mm
2053,3717,mm
2054,1603,mm
2055,1605,mm
2056,1602,mm
2057,1868,mm
2058,1356,mm
2059,715,mm
2060,1624,mm
2061,4953,mm
2062,1142,mm
2063,1584,mm
2064,1827,mm
2065,1586,mm
2066,1584,mm
2067,1589,mm
2068,1584,mm
2069,1589,mm
2070,1584,mm
2071,1591,mm
2072,1584,mm
2073,1587,mm
2074,1589,mm
2075,1586,mm
2076,1589,mm
2077,1589,mm
2078,1591,mm
2079,1691,mm
2080,1738,mm
2081,3104,mm
2082,1828,mm
2083,1827,mm
2084,21198,mm
2085,63866,mm
2086,2581,mm
2087,2582,mm
2088,11092,mm
2089,2520,mm
2090,1087,mm
2091,1558,mm
2092,623,mm
2093,1637,mm
2094,1640,mm
2095,1640,mm
2096,1352,mm
2097,1359,mm
2098,1357,mm
2099,621,mm
2100,1577,mm
2101,1757,mm
2102,1540,mm
2103,90270,mm
2104,1087,mm
2105,1396,mm
2106,1399,mm
2107,1397,mm
2108,1014,mm
2109,1505,mm
2110,1783,mm
2111,730,mm
2112,1399,mm
2113,1789,mm
2114,1090,mm
2115,1086,mm
2116,1784,mm
2117,1623,mm
2118,7823,mm
2119,1684,mm
2120,1682,mm
2121,1679,mm
2122,1311,mm
2123,2051,mm
2124,3949,mm
2125,4963,mm
2126,2163,mm
2127,1682,mm
2128,746,mm
2129,1570,mm
2130,1352,mm
2131,1576,mm
2132,2600,mm
2133,1377,mm
2134,3948,mm
2135,3837,mm
2136,3834,mm
2137,1532,mm
2138,1655,mm
2139,1868,mm
2140,3835,mm
2141,1310,mm
2142,2522,mm
2143,43488,mm
2144,1540,mm
2145,1541,mm
2146,2522,mm
2147,1134,mm
2148,3954,mm
2149,2507,mm
2150,2599,mm
2151,1599,mm
2152,2725,mm
2153,1608,mm
2154,1684,mm
2155,1684,mm
2156,1683,mm
2157,1604,mm
2158,1813,mm
2159,1354,mm
2160,1605,mm
2161,1604,mm
2162,1605,mm
2163,1602,mm
2164,1604,mm
2165,1648,mm
2166,27759,mm
2167,1696,mm
2168,1692,mm
2169,1616,mm
2170,2025,mm
2171,1280,mm
2172,1581,mm
2173,1505,mm
2174,2379,mm
2175,2383,mm
2176,1693,mm
2177,1806,mm
2178,9173,mm
2179,550,mm
2180,1084,mm
2181,11103,mm
2182,1681,mm
2183,1684,mm
2184,1406,mm
2185,1403,mm
2186,1377,mm
2187,16083,mm
2188,1394,mm
2189,1403,mm
2190,1354,mm
2191,1219,mm
2192,1278,mm
2193,1156,mm
2194,1156,mm
2195,1355,mm
2196,1355,mm
2197,1859,mm
2198,1283,mm
2199,1282,mm
2200,1300,mm
2201,1298,mm
2202,1356,mm
2203,1379,mm
2204,1088,mm
2205,1243,mm
2206,93073,mm
2207,1216,mm
2208,616,mm
2209,1851,mm
2210,1279,mm
2211,1274,mm
2212,1286,mm
2213,1282,mm
2214,1784,mm
2215,853,mm
2216,848,mm
2217,850,mm
2218,848,mm
2219,1084,mm
2220,1259,mm
2221,4954,mm
2222,52381,mm
2223,1826,mm
2224,1318,mm
2225,1353,mm
2226,1353,mm
2227,1354,mm
2228,1784,mm
2229,2610,mm
2230,1793,mm
2231,80818,mm
2232,3030,mm
2233,10313,mm
2234,1827,mm
2235,1829,mm
2236,1317,mm
2237,1255,mm
2238,2613,mm
2239,2611,mm
2240,17425,mm
2241,1326,mm
2242,1337,mm
2243,2522,mm
2244,1606,mm
2245,1603,mm
2246,1532,mm
2247,1538,mm
2248,1232,mm
2249,1727,mm
2250,2525,mm
2251,93087,mm
2252,1608,mm
2253,1358,mm
2254,1605,mm
2255,1637,mm
2256,21511,mm
2257,1719,mm
2258,1541,mm
2259,2523,mm
2260,2353,mm
2261,1609,mm
2262,35754,mm
2263,1681,mm
2264,1678,mm
2265,1686,mm
2266,1685,mm
2267,1692,mm
2268,2365,mm
2269,1314,mm
2270,2478,mm
2271,2467,mm
2272,1406,mm
2273,1401,mm
2274,1399,mm
2275,1395,mm
2276,1400,mm
2277,1310,mm
2278,1399,mm
2279,1400,mm
2280,1404,mm
2281,1083,mm
2282,1081,mm
2283,1083,mm
2284,564,mm
2285,1228,mm
2286,1612,mm
2287,1608,mm
2288,1608,mm
2289,1608,mm
2290,1724,mm
2291,1724,mm
2292,1722,mm
2293,1590,mm
2294,1591,mm
2295,1594,mm
2296,1583,mm
2297,1410,mm
2298,1593,mm
2299,1590,mm
2300,1252,mm
2301,42670,mm
2302,1404,mm
2303,8950,mm
2304,1035,mm
2305,7811,mm
2306,1466,mm
2307,1466,mm
2308,1472,mm
2309,1475,mm
2310,1468,mm
2311,1111,mm
2312,1410,mm
2313,1408,mm
2314,64648,mm
2315,39125,mm
2316,1087,mm
2317,1096,mm
2318,1082,mm
2319,1401,mm
2320,1397,mm
2321,1400,mm
2322,1483,mm
2323,3576,mm
2324,11599,mm
2325,626,mm
2326,11368,mm
2327,48520,mm
2328,21965,mm
2329,2491,mm
2330,6356,mm
2331,5155,mm
2332,1401,mm
2333,1594,mm
2334,3580,mm
2335,1446,mm
2336,7315,mm
2337,1311,mm
2338,1034,mm
2339,1635,mm
2340,7353,mm
2341,1721,mm
2342,1107,mm
2343,2198,mm
2344,1105,mm
2345,7353,mm
2346,1565,mm
2347,2374,mm
2348,2370,mm
2349,1672,mm
2350,1676,mm
2351,1672,mm
2352,1523,mm
2353,7508,mm
2354,4295,mm
2355,1696,mm
2356,1356,mm
2357,1253,mm
2358,1779,mm
2359,1354,mm
2360,710,mm
2361,2518,mm
2362,1533,mm
2363,67330,mm
2364,4145,mm
2365,2433,mm
2366,21190,mm
2367,1570,mm
2368,1025,mm
2369,1712,mm
2370,1599,mm
2371,2102,mm
2372,1281,mm
2373,1281,mm
2374,1298,mm
2375,1311,mm
2376,1828,mm
2377,2740,mm
2378,1820,mm
2379,1311,mm
2380,2975,mm
2381,2975,mm
2382,1422,mm
2383,789,mm
2384,11592,mm
2385,2153,mm
2386,1809,mm
2387,1665,mm
2388,2674,mm
2389,3468,mm
2390,2811,mm
2391,2461,mm
2392,2529,mm
2393,739,mm
2394,2960,mm
2395,2377,mm
2396,2371,mm
2397,1521,mm
2398,1529,mm
2399,4952,mm
2400,1684,mm
2401,1687,mm
2402,1687,mm
2403,1680,mm
2404,1681,mm
2405,1672,mm
2406,1689,mm
2407,1670,mm
2408,2526,mm
2409,1821,mm
2410,2369,mm
2411,2560,mm
2412,502,mm
2413,1311,mm
2414,2709,mm
2415,2574,mm
2416,1733,mm
2417,1260,mm
2418,877,mm
2419,878,mm
2420,878,mm
2421,877,mm
2422,878,mm
2423,881,mm
2424,879,mm
2425,869,mm
2426,881,mm
2427,878,mm
2428,29163,mm
2429,1365,mm
2430,2524,mm
2431,3095,mm
2432,1415,mm
2433,1664,mm
2434,1406,mm
2435,42833,mm
2436,1405,mm
2437,1480,mm
2438,745,mm
2439,1417,mm
2440,1331,mm
2441,1331,mm
2442,1332,mm
2443,1694,mm
2444,21966,mm
2445,2499,mm
2446,2666,mm
2447,21198,mm
2448,2158,mm
2449,1314,mm
2450,40774,mm
2451,1364,mm
2452,1574,mm
2453,523,mm
2454,1722,mm
2455,2524,mm
2456,1870,mm
2457,1863,mm
2458,1869,mm
2459,1866,mm
2460,5775,mm
2461,2146,mm
2462,1938,mm
2463,1830,mm
2464,1838,mm
2465,4151,mm
2466,43488,mm
2467,1293,mm
2468,3102,mm
2469,3114,mm
2470,1290,mm
2471,3943,mm
2472,1906,mm
2473,1293,mm
2474,669,mm
2475,1230,mm
2476,7466,mm
2477,11934,mm
2478,2104,mm
2479,3811,mm
2480,1584,mm
2481,1838,mm
2482,1820,mm
2483,1819,mm
2484,23859,mm
2485,3439,mm
2486,1076,mm
2487,1076,mm
2488,1360,mm
2489,1343,mm
2490,1074,mm
2491,1769,mm
2492,1759,mm
2493,1269,mm
2494,3117,mm
2495,1763,mm
2496,1318,mm
2497,711,mm
2498,1084,mm
2499,1746,mm
2500,2599,mm
2501,1233,mm
2502,584,mm
2503,21191,mm
2504,2492,mm
2505,1358,mm
2506,1365,mm
2507,1356,mm
2508,1690,mm
2509,1910,mm
2510,2528,mm
2511,726,mm
2512,1527,mm
2513,1375,mm
2514,42822,mm
2515,2589,mm
2516,41292,mm
2517,52945,mm
2518,934,mm
2519,505,mm
2520,48517,mm
2521,1011,mm
2522,1528,mm
2523,35244,mm
2524,935,mm
2525,1132,mm
2526,933,mm
2527,10619,mm
2528,719,mm
2529,2224,mm
2530,2608,mm
2531,1283,mm
2532,9173,mm
2533,1424,mm
2534,1530,mm
2535,1529,mm
2536,1530,mm
2537,1529,mm
2538,1691,mm
2539,1692,mm
2540,1691,mm
2541,712,mm
2542,1598,mm
2543,1695,mm
2544,1472,mm
2545,5866,mm
2546,699,mm
2547,1276,mm
2548,620,mm
2549,1673,mm
2550,1247,mm
2551,1246,mm
2552,2094,mm
2553,2071,mm
2554,1587,mm
2555,1589,mm
2556,2068,mm
2557,2080,mm
2558,2061,mm
2559,1581,mm
2560,1011,mm
2561,1024,mm
2562,1011,mm
2563,1011,mm
2564,1009,mm
2565,1025,mm
2566,1020,mm
2567,1025,mm
2568,1588,mm
2569,1587,mm
2570,1597,mm
2571,1578,mm
2572,1588,mm
2573,1615,mm
2574,1611,mm
2575,1247,mm
2576,31758,mm
2577,1674,mm
2578,2554,mm
2579,2556,mm
2580,2555,mm
2581,2544,mm
2582,2559,mm
2583,2552,mm
2584,2564,mm
2585,1083,mm
2586,35269,mm
2587,31749,mm
2588,1252,mm
2589,1336,mm
2590,874,mm
2591,11097,mm
2592,8344,mm
2593,47079,mm
2594,1242,mm
2595,1334,mm
2596,1268,mm
2597,1446,mm
2598,1434,mm
2599,1446,mm
2600,1489,mm
2601,1366,mm
2602,1413,mm
2603,30693,mm
2604,2613,mm
2605,1454,mm
2606,1366,mm
2607,1452,mm
2608,2107,mm
2609,2114,mm
2610,1399,mm
2611,1407,mm
2612,1436,mm
2613,934,mm
2614,755,mm
2615,935,mm
2616,948,mm
2617,933,mm
2618,1808,mm
2619,1697,mm
2620,1699,mm
2621,108101,mm
2622,2768,mm
2623,1596,mm
2624,1549,mm
2625,2613,mm
2626,1610,mm
2627,1682,mm
2628,2248,mm
2629,3108,mm
2630,1105,mm
2631,781,mm
2632,1196,mm
2633,1168,mm
2634,1356,mm
2635,1090,mm
2636,17802,mm
2637,1080,mm
2638,1080,mm
2639,521,mm
2640,1088,mm
2641,1751,mm
2642,1145,mm
2643,1361,mm
2644,1355,mm
2645,932,mm
2646,1462,mm
2647,1324,mm
2648,1328,mm
2649,1324,mm
2650,1325,mm
2651,1329,mm
2652,1329,mm
2653,619,mm
2654,1404,mm
2655,1485,mm
2656,1817,mm
2657,1526,mm
2658,1339,mm
2659,817,mm
2660,1161,mm
2661,35278,mm
2662,3383,mm
2663,1526,mm
2664,1915,mm
2665,1210,mm
2666,937,mm
2667,943,mm
2668,1527,mm
2669,1527,mm
2670,1527,mm
2671,1526,mm
2672,1537,mm
2673,2717,mm
2674,2583,mm
2675,1633,mm
2676,2106,mm
2677,1520,mm
2678,2718,mm
2679,2084,mm
2680,1611,mm
2681,1669,mm
2682,1798,mm
2683,64649,mm
2684,1199,mm
2685,2490,mm
2686,1641,mm
2687,2578,mm
2688,2578,mm
2689,2581,mm
2690,1697,mm
2691,2028,mm
2692,1745,mm
2693,17795,mm
2694,2747,mm
2695,1078,mm
2696,1765,mm
2697,2277,mm
2698,1636,mm
2699,2429,mm
2700,2739,mm
2701,1328,mm
2702,1151,mm
2703,1150,mm
2704,1151,mm
2705,1140,mm
2706,1143,mm
2707,1140,mm
2708,1151,mm
2709,1157,mm
2710,1325,mm
2711,1413,mm
2712,1152,mm
2713,1150,mm
2714,1150,mm
2715,2763,mm
2716,1470,mm
2717,1798,mm
2718,1145,mm
2719,1142,mm
2720,1146,mm
2721,1145,mm
2722,1610,mm
2723,1310,mm
2724,1363,mm
2725,1362,mm
2726,1326,mm
2727,2330,mm
2728,1366,mm
2729,1365,mm
2730,1366,mm
2731,1325,mm
2732,1325,mm
2733,1329,mm
2734,1354,mm
2735,1699,mm
2736,3951,mm
2737,3946,mm
2738,1662,mm
2739,1605,mm
2740,1609,mm
2741,1586,mm
2742,1250,mm
2743,1636,mm
2744,1435,mm
2745,2520,mm
2746,2490,mm
2747,2486,mm
2748,1086,mm
2749,1662,mm
2750,1658,mm
2751,1534,mm
2752,10777,mm
2753,1508,mm
2754,1676,mm
2755,1806,mm
2756,1636,mm
2757,1532,mm
2758,1607,mm
2759,1610,mm
2760,1608,mm
2761,1637,mm
2762,1635,mm
2763,1636,mm
2764,628,mm
2765,1376,mm
2766,624,mm
2767,1660,mm
2768,1555,mm
2769,620,mm
2770,1311,mm
2771,2372,mm
2772,2693,mm
2773,2379,mm
2774,2367,mm
2775,90266,mm
2776,1542,mm
2777,1592,mm
2778,18082,mm
2779,2417,mm
2780,17790,mm
2781,2730,mm
2782,1318,mm
2783,5983,mm
2784,21971,mm
2785,1128,mm
2786,1582,mm
2787,5982,mm
2788,1306,mm
2789,1137,mm
2790,1134,mm
2791,1564,mm
2792,1662,mm
2793,1138,mm
2794,1660,mm
2795,1662,mm
2796,1317,mm
2797,3108,mm
2798,1329,mm
2799,2404,mm
2800,1278,mm
2801,1272,mm
2802,1269,mm
2803,1285,mm
2804,1282,mm
2805,1287,mm
2806,7988,mm
2807,1535,mm
2808,736,mm
2809,1653,mm
2810,1637,mm
2811,1534,mm
2812,1540,mm
2813,1070,mm
2814,1535,mm
2815,878,mm
2816,1726,mm
2817,777,mm
2818,2730,mm
2819,767,mm
2820,2532,mm
2821,771,mm
2822,1753,mm
2823,3431,mm
2824,1314,mm
2825,1379,mm
2826,1384,mm
2827,1376,mm
2828,1388,mm
2829,1386,mm
2830,1558,mm
2831,1677,mm
2832,1652,mm
2833,1584,mm
2834,1579,mm
2835,1582,mm
2836,1579,mm
2837,6122,mm
2838,746,mm
2839,1662,mm
2840,2523,mm
2841,5399,mm
2842,2770,mm
2843,56342,mm
2844,4580,mm
2845,1593,mm
2846,1660,mm
2847,1282,mm
2848,16472,mm
2849,1357,mm
2850,11933,mm
2851,186596,mm
2852,29611,mm
2853,18139,mm
2854,1272,mm
2855,1277,mm
2856,1283,mm
2857,1359,mm
2858,1275,mm
2859,1287,mm
2860,1279,mm
2861,806,mm
2862,1538,mm
2863,2734,mm
2864,1245,mm
2865,1598,mm
2866,1599,mm
2867,1636,mm
2868,1594,mm
2869,1603,mm
2870,1604,mm
2871,1604,mm
2872,1605,mm
2873,1088,mm
2874,1087,mm
2875,1086,mm
2876,1511,mm
2877,1078,mm
2878,1538,mm
2879,1088,mm
2880,6120,mm
2881,1542,mm
2882,1531,mm
2883,1528,mm
2884,879,mm
2885,8801,mm
2886,5172,mm
2887,1458,mm
2888,1599,mm
2889,1605,mm
2890,1663,mm
2891,674,mm
2892,4257,mm
2893,1311,mm
2894,1693,mm
2895,1685,mm
2896,1757,mm
2897,2603,mm
2898,2602,mm
2899,1264,mm
2900,1579,mm
2901,1319,mm
2902,1315,mm
2903,21981,mm
2904,1621,mm
2905,88403,mm
2906,1875,mm
2907,1692,mm
2908,1828,mm
2909,1828,mm
2910,2730,mm
2911,2435,mm
2912,1830,mm
2913,1248,mm
2914,1317,mm
2915,1307,mm
2916,1658,mm
2917,1253,mm
2918,1645,mm
2919,1378,mm
2920,1384,mm
2921,1385,mm
2922,1384,mm
2923,1034,mm
2924,939,mm
2925,1350,mm
2926,1231,mm
2927,3398,mm
2928,1036,mm
2929,7923,mm
2930,2703,mm
2931,1229,mm
2932,1032,mm
2933,1241,mm
2934,1629,mm
2935,2204,mm
2936,2206,mm
2937,1070,mm
2938,1319,mm
2939,1317,mm
2940,1672,mm
2941,1625,mm
2942,1672,mm
2943,1357,mm
2944,1301,mm
2945,1665,mm
2946,1673,mm
2947,1317,mm
2948,1673,mm
2949,1678,mm
2950,1612,mm
2951,1356,mm
2952,1678,mm
2953,1631,mm
2954,1604,mm
2955,1311,mm
2956,8171,mm
2957,1805,mm
2958,938,mm
2959,1781,mm
2960,1778,mm
2961,3777,mm
2962,2411,mm
2963,1306,mm
2964,80810,mm
2965,35263,mm
2966,35262,mm
2967,1311,mm
2968,859,mm
2969,111043,mm
2970,4965,mm
2971,861,mm
2972,859,mm
2973,1620,mm
2974,1669,mm
2975,1577,mm
2976,2414,mm
2977,2418,mm
2978,2421,mm
2979,2415,mm
2980,2410,mm
2981,2411,mm
2982,2410,mm
2983,1395,mm
2984,4577,mm
2985,1636,mm
2986,1603,mm
2987,1604,mm
2988,1599,mm
2989,1670,mm
2990,1610,mm
2991,1603,mm
2992,1604,mm
2993,1311,mm
2994,1750,mm
2995,17800,mm
2996,1835,mm
2997,2516,mm
2998,2517,mm
2999,1356,mm
3000,1357,mm
3001,1090,mm
3002,1692,mm
3003,1311,mm
3004,1629,mm
3005,938,mm
3006,938,mm
3007,1600,mm
3008,940,mm
3009,948,mm
3010,40199,mm
3011,1038,mm
3012,1478,mm
3013,29606,mm
3014,1924,mm
3015,677,mm
3016,1907,mm
3017,2316,mm
3018,6736,mm
3019,4611,mm
3020,1311,mm
3021,1358,mm
3022,11314,mm
3023,783,mm
3024,32717,mm
3025,1564,mm
3026,46817,mm
3027,1635,mm
3028,80810,mm
3029,17800,mm
3030,80810,mm
3031,11310,mm
3032,1360,mm
3033,1350,mm
3034,1350,mm
3035,1353,mm
3036,1355,mm
3037,1605,mm
3038,11504,mm
3039,881,mm
3040,1358,mm
3041,1040,mm
3042,1639,mm
3043,941,mm
3044,11495,mm
3045,11500,mm
3046,9270,mm
3047,939,mm
3048,941,mm
3049,941,mm
3050,1047,mm
3051,947,mm
3052,941,mm
3053,1031,mm
3054,36619,mm
3055,18345,mm
3056,1308,mm
3057,9358,mm
3058,2694,mm
3059,1358,mm
3060,1659,mm
3061,5145,mm
3062,10310,mm
3063,2487,mm
3064,1062,mm
3065,1061,mm
3066,707,mm
3067,1085,mm
3068,1639,mm
3069,7264,mm
3070,1637,mm
3071,1090,mm
3072,9554,mm
3073,1629,mm
3074,22286,mm
3075,624,mm
3076,8569,mm
3077,1537,mm
3078,1149,mm
3079,7152,mm
3080,1356,mm
3081,1643,mm
3082,1612,mm
3083,16468,mm
3084,1402,mm
3085,1244,mm
3086,29168,mm
3087,939,mm
3088,1943,mm
3089,1582,mm
3090,2694,mm
3091,1659,mm
3092,1310,mm
3093,1323,mm
3094,10236,mm
3095,1307,mm
3096,863,mm
3097,1601,mm
3098,1632,mm
3099,1529,mm
3100,1282,mm
3101,789,mm
3102,1581,mm
3103,1156,mm
3104,1677,mm
3105,3434,mm
3106,2581,mm
3107,1247,mm
3108,881,mm
3109,1848,mm
3110,1255,mm
3111,1247,mm
3112,3431,mm
3113,10010,mm
3114,108097,mm
3115,108100,mm
3116,7194,mm
3117,1505,mm
3118,937,mm
3119,937,mm
3120,937,mm
3121,937,mm
3122,2701,mm
3123,1662,mm
3124,1665,mm
3125,783,mm
3126,1486,mm
3127,2625,mm
3128,64650,mm
3129,1075,mm
3130,1355,mm
3131,12559,mm
3132,1692,mm
3133,1317,mm
3134,1305,mm
3135,1355,mm
3136,1705,mm
3137,1690,mm
3138,2367,mm
3139,1358,mm
3140,35273,mm
3141,1352,mm
3142,3499,mm
3143,7339,mm
3144,1457,mm
3145,1455,mm
3146,941,mm
3147,1160,mm
3148,1159,mm
3149,1158,mm
3150,1384,mm
3151,949,mm
3152,942,mm
3153,942,mm
3154,942,mm
3155,940,mm
3156,26542,mm
3157,1585,mm
3158,1589,mm
3159,1586,mm
3160,1587,mm
3161,1587,mm
3162,1586,mm
3163,1587,mm
3164,1601,mm
3165,2488,mm
3166,1281,mm
3167,8556,mm
3168,1887,mm
3169,1920,mm
3170,35263,mm
3171,1247,mm
3172,696,mm
3173,1678,mm
3174,29606,mm
3175,1649,mm
3176,1646,mm
3177,1300,mm
3178,4310,mm
3179,1534,mm
3180,3106,mm
3181,3401,mm
3182,40196,mm
3183,1543,mm
3184,1530,mm
3185,1539,mm
3186,2411,mm
3187,1247,mm
3188,1283,mm
3189,1369,mm
3190,1536,mm
3191,16023,mm
3192,1285,mm
3193,1255,mm
3194,1053,mm
3195,1054,mm
3196,1593,mm
3197,1256,mm
3198,1276,mm
3199,1271,mm
3200,1370,mm
3201,1069,mm
3202,29170,mm
3203,1636,mm
3204,881,mm
3205,1126,mm
3206,1113,mm
3207,1126,mm
3208,1903,mm
3209,1158,mm
3210,1159,mm
3211,1159,mm
3212,1636,mm
3213,1276,mm
3214,1275,mm
3215,1283,mm
3216,617,mm
3217,615,mm
3218,624,mm
3219,621,mm
3220,28185,mm
3221,1086,mm
3222,6121,mm
3223,1653,mm
3224,2721,mm
3225,836,mm
3226,53116,mm
3227,948,mm
3228,941,mm
3229,942,mm
3230,940,mm
3231,1685,mm
3232,1687,mm
3233,1311,mm
3234,6267,mm
3235,12021,mm
3236,2730,mm
3237,1322,mm
3238,2713,mm
3239,1330,mm
3240,1334,mm
3241,1371,mm
3242,1327,mm
3243,1330,mm
3244,1328,mm
3245,44623,mm
3246,1835,mm
